2.363162148427189191e+00 2.142841712916265773e-04
2.363394889839048663e+00 2.641486469528361034e-04
2.363627631250908578e+00 3.140147900855104631e-04
2.363860372662768050e+00 3.638825997434136199e-04
2.364093114074627966e+00 4.137520750120399064e-04
2.364325855486487438e+00 4.636232150078523724e-04
2.364558596898347353e+00 5.134960188790442743e-04
2.364791338310206825e+00 5.633704858047780192e-04
2.365024079722066741e+00 6.132466149959456790e-04
2.365256821133926213e+00 6.631244056944084761e-04
2.365489562545786129e+00 7.130038571737580023e-04
2.365722303957645600e+00 7.628849687385543497e-04
2.365955045369505516e+00 8.127677396926317370e-04
2.366187786781364988e+00 8.626521692880457061e-04
2.366420528193224904e+00 9.125382568224169131e-04
2.366653269605084375e+00 9.624260016002769355e-04
2.366886011016944291e+00 1.012315402931823283e-03
2.367118752428803763e+00 1.062206460132157637e-03
2.367351493840663679e+00 1.112099172522047720e-03
2.367584235252523150e+00 1.161993539427165316e-03
2.367816976664383066e+00 1.211889560178847818e-03
2.368049718076242538e+00 1.261787234113337331e-03
2.368282459488102454e+00 1.311686560572477818e-03
2.368515200899961926e+00 1.361587538897286427e-03
2.368747942311821841e+00 1.411490168433815993e-03
2.368980683723681313e+00 1.461394448533053989e-03
2.369213425135541229e+00 1.511300378548265794e-03
2.369446166547400701e+00 1.561207957834232071e-03
2.369678907959260616e+00 1.611117185748012258e-03
2.369911649371120088e+00 1.661028061648181075e-03
2.370144390782980004e+00 1.710940584895591582e-03
2.370377132194839476e+00 1.760854754852612340e-03
2.370609873606699392e+00 1.810770570883890249e-03
2.370842615018558863e+00 1.860688032355587926e-03
2.371075356430418779e+00 1.910607138636145680e-03
2.371308097842278251e+00 1.960527889095520400e-03
2.371540839254138167e+00 2.010450283105946236e-03
2.371773580665997638e+00 2.060374320041173483e-03
2.372006322077857554e+00 2.110299999277230783e-03
2.372239063489717026e+00 2.160227320188471464e-03
2.372471804901576942e+00 2.210156282150677401e-03
2.372704546313436413e+00 2.260086884543942558e-03
2.372937287725296329e+00 2.310019126749490205e-03
2.373170029137155801e+00 2.359953008148907468e-03
2.373402770549015717e+00 2.409888528124904707e-03
2.373635511960875188e+00 2.459825686060553972e-03
2.373868253372735104e+00 2.509764481340052283e-03
2.374100994784594576e+00 2.559704913347957914e-03
2.374333736196454492e+00 2.609646981469954108e-03
2.374566477608313964e+00 2.659590685092085363e-03
2.374799219020173879e+00 2.709536023601521147e-03
2.375031960432033351e+00 2.759482996385791750e-03
2.375264701843893267e+00 2.809431602833553296e-03
2.375497443255752739e+00 2.859381842333821866e-03
2.375730184667612654e+00 2.909333714276739376e-03
2.375962926079472126e+00 2.959287218052808997e-03
2.376195667491332042e+00 3.009242353053658871e-03
2.376428408903191514e+00 3.059199118671277959e-03
2.376661150315051430e+00 3.109157514298780192e-03
2.376893891726910901e+00 3.159117539329640758e-03
2.377126633138770817e+00 3.209079193158460679e-03
2.377359374550630289e+00 3.259042475178335237e-03
2.377592115962490205e+00 3.309007384783118223e-03
2.377824857374349676e+00 3.358973921369949427e-03
2.378057598786209592e+00 3.408942084336708065e-03
2.378290340198069064e+00 3.458911873081218277e-03
2.378523081609928980e+00 3.508883287002009365e-03
2.378755823021788451e+00 3.558856325497555557e-03
2.378988564433648367e+00 3.608830987967036243e-03
2.379221305845507839e+00 3.658807273809575739e-03
2.379454047257367755e+00 3.708785182425003955e-03
2.379686788669227226e+00 3.758764713213095295e-03
2.379919530081087142e+00 3.808745865574330192e-03
2.380152271492946614e+00 3.858728638909132702e-03
2.380385012904806530e+00 3.908713032618634647e-03
2.380617754316666002e+00 3.958699046103908437e-03
2.380850495728525917e+00 4.008686678766736414e-03
2.381083237140385389e+00 4.058675930008843677e-03
2.381315978552245305e+00 4.108666799232660490e-03
2.381548719964104777e+00 4.158659285840562471e-03
2.381781461375964692e+00 4.208653389235629538e-03
2.382014202787824164e+00 4.258649108820888700e-03
2.382246944199684080e+00 4.308646444000070394e-03
2.382479685611543552e+00 4.358645394176850416e-03
2.382712427023403468e+00 4.408645958755610592e-03
2.382945168435262939e+00 4.458648137140676371e-03
2.383177909847122855e+00 4.508651928737079234e-03
2.383410651258982327e+00 4.558657332949796019e-03
2.383643392670842243e+00 4.608664349184508728e-03
2.383876134082701714e+00 4.658672976846829107e-03
2.384108875494561630e+00 4.708683215341231791e-03
2.384341616906421102e+00 4.758695064073643378e-03
2.384574358318281018e+00 4.808708522452378314e-03
2.384807099730140489e+00 4.858723589885532469e-03
2.385039841142000405e+00 4.908740265781736875e-03
2.385272582553859877e+00 4.958758549549403989e-03
2.385505323965719793e+00 5.008778440597483166e-03
2.385738065377579264e+00 5.058799938334701714e-03
2.385970806789439180e+00 5.108823042170327310e-03
2.386203548201298652e+00 5.158847751513404717e-03
2.386436289613158568e+00 5.208874065773518199e-03
2.386669031025018040e+00 5.258901984360028238e-03
2.386901772436877955e+00 5.308931506682838287e-03
2.387134513848737427e+00 5.358962632151624550e-03
2.387367255260597343e+00 5.408995360176607065e-03
2.387599996672456815e+00 5.459029690167780356e-03
2.387832738084316730e+00 5.509065621535681051e-03
2.388065479496176202e+00 5.559103153690619394e-03
2.388298220908036118e+00 5.609142286043449464e-03
2.388530962319895590e+00 5.659183018004800697e-03
2.388763703731755506e+00 5.709225348985842025e-03
2.388996445143614977e+00 5.759269278397519468e-03
2.389229186555474893e+00 5.809314805651319413e-03
2.389461927967334365e+00 5.859361930158506204e-03
2.389694669379194281e+00 5.909410651330883682e-03
2.389927410791053752e+00 5.959460968580030174e-03
2.390160152202913668e+00 6.009512881318067844e-03
2.390392893614773140e+00 6.059566388956893340e-03
2.390625635026633056e+00 6.109621490908943679e-03
2.390858376438492527e+00 6.159678186586433832e-03
2.391091117850352443e+00 6.209736475402119135e-03
2.391323859262211915e+00 6.259796356768529413e-03
2.391556600674071831e+00 6.309857830098736589e-03
2.391789342085931303e+00 6.359920894805588809e-03
