25.0000000000	0.9600004268
24.9994999900	0.9599996268
24.9989999800	0.9599988268
24.9984999700	0.9599980268
24.9979999600	0.9599972267
24.9974999500	0.9599964266
24.9969999400	0.9599956265
24.9964999300	0.9599948263
24.9959999200	0.9599940261
24.9954999100	0.9599932258
24.9949999000	0.9599924256
24.9944998900	0.9599916253
24.9939998800	0.9599908249
24.9934998700	0.9599900246
24.9929998600	0.9599892242
24.9924998500	0.9599884237
24.9919998400	0.9599876233
24.9914998300	0.9599868228
24.9909998200	0.9599860223
24.9904998100	0.9599852217
24.9899998000	0.9599844211
24.9894997900	0.9599836205
24.9889997800	0.9599828198
24.9884997700	0.9599820192
24.9879997600	0.9599812184
24.9874997500	0.9599804177
24.9869997400	0.9599796169
24.9864997300	0.9599788161
24.9859997200	0.9599780153
24.9854997100	0.9599772144
24.9849997000	0.9599764135
24.9844996900	0.9599756125
24.9839996800	0.9599748115
24.9834996700	0.9599740105
24.9829996600	0.9599732095
24.9824996500	0.9599724084
24.9819996400	0.9599716073
24.9814996300	0.9599708062
24.9809996200	0.9599700050
24.9804996100	0.9599692038
24.9799996000	0.9599684026
24.9794995900	0.9599676013
24.9789995800	0.9599668000
24.9784995700	0.9599659987
24.9779995600	0.9599651974
24.9774995500	0.9599643960
24.9769995400	0.9599635945
24.9764995300	0.9599627931
24.9759995200	0.9599619916
24.9754995100	0.9599611901
24.9749995000	0.9599603885
24.9744994900	0.9599595869
24.9739994800	0.9599587853
24.9734994700	0.9599579837
24.9729994600	0.9599571820
24.9724994500	0.9599563803
24.9719994400	0.9599555785
24.9714994300	0.9599547768
24.9709994200	0.9599539750
24.9704994100	0.9599531731
24.9699994000	0.9599523712
24.9694993900	0.9599515693
24.9689993800	0.9599507674
24.9684993700	0.9599499654
24.9679993600	0.9599491634
24.9674993500	0.9599483614
24.9669993400	0.9599475593
24.9664993300	0.9599467572
24.9659993200	0.9599459551
24.9654993100	0.9599451529
24.9649993000	0.9599443508
24.9644992900	0.9599435485
24.9639992800	0.9599427463
24.9634992700	0.9599419440
24.9629992600	0.9599411417
24.9624992500	0.9599403393
24.9619992400	0.9599395369
24.9614992300	0.9599387345
